query	service	action	params
播放Arthur Hamilton作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'arthur hamilton作曲', 'norm': 'arthur hamilton作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放B.I作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'b.i作曲', 'norm': 'b.i作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Ban Hyoung Moon作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'ban hyoung moon作曲', 'norm': 'ban hyoung moon作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Bard作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'bard作曲', 'norm': 'bard作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放BEYOND作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'beyond作曲', 'norm': 'beyond作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Bjorn Ulvaeus、Benny Andersson作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'bjorn ulvaeusbenny andersson作曲', 'norm': 'bjorn ulvaeusbenny andersson作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放C. Y. Kong作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'c. y. kong作曲', 'norm': 'c. y. kong作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放CHOI JOON YOUNG作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'choi joon young作曲', 'norm': 'choi joon young作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Choice37作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'choice37作曲', 'norm': 'choice37作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Chow作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'chow作曲', 'norm': 'chow作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Christopher Chak作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'christopher chak作曲', 'norm': 'christopher chak作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Dante Johnson作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'dante johnson作曲', 'norm': 'dante johnson作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Dewen作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'dewen作曲', 'norm': 'dewen作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Diego Maria Luisa作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'diego maria luisa作曲', 'norm': 'diego maria luisa作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放DJ Kkaled作曲的歌	RMUSIC_1129	PlayByName	{'name': {'orgin': ' kkaled作曲的歌', 'norm': ' kkaled作曲的歌', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"theme":"dj"}]', 'norm': '[{"theme":"DJ"}]', 'logic': '0', 'paramType': '{"theme":"@sys.entity.MUSIC_TAG_THEME"}', 'code': 0}}

播放djsunny作曲的歌	RMUSIC_1129	PlayByName	{'name': {'orgin': 'sunny作曲的歌', 'norm': 'sunny作曲的歌', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"theme":"dj"}]', 'norm': '[{"theme":"DJ"}]', 'logic': '0', 'paramType': '{"theme":"@sys.entity.MUSIC_TAG_THEME"}', 'code': 0}}

播放Dr. Moon作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'dr. moon作曲', 'norm': 'dr. moon作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Drew Ryan Scott作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'drew ryan scott作曲', 'norm': 'drew ryan scott作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放eric kwok作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'eric kwok作曲', 'norm': 'eric kwok作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放G-DRAGON作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'g-dragon作曲', 'norm': 'g-dragon作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '作曲', 'norm': '作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Hush作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'hush作曲', 'norm': 'hush作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李玖哲作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李玖哲作曲', 'norm': '李玖哲作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Jeon作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'jeon作曲', 'norm': 'jeon作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放JerryC作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'jerryc作曲', 'norm': 'jerryc作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Jobonyjam作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'jobonyjam作曲', 'norm': 'jobonyjam作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Jordan Kyle作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'jordan kyle作曲', 'norm': 'jordan kyle作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放董基鉴作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '董基鉴作曲', 'norm': '董基鉴作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Jun Hae Sung作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'jun hae sung作曲', 'norm': 'jun hae sung作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Jun Young Choi作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'jun young choi作曲', 'norm': 'jun young choi作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Kenix Cheang作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'kenix cheang作曲', 'norm': 'kenix cheang作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Kenzie作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'kenzie作曲', 'norm': 'kenzie作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Kristen Anderson-Lopez作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'kristen anderson-lopez作曲', 'norm': 'kristen anderson-lopez作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Maxime Picard作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'maxime picard作曲', 'norm': 'maxime picard作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放MC魏小然作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'mc魏小然作曲', 'norm': 'mc魏小然作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放MEYNA CO作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'meyna co作曲', 'norm': 'meyna co作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Mike Chan作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'mike chan作曲', 'norm': 'mike chan作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放P.K作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'p.k作曲', 'norm': 'p.k作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放PSY作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'psy作曲', 'norm': 'psy作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Richard Marx作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'richard marx作曲', 'norm': 'richard marx作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Rusell Harris作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'rusell harris作曲', 'norm': 'rusell harris作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放T.Currier作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 't.currier作曲', 'norm': 't.currier作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放TEDDY作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'teddy作曲', 'norm': 'teddy作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Thurge作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'thurge作曲', 'norm': 'thurge作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Turtles作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'turtles作曲', 'norm': 'turtles作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Various Writers作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'various writers作曲', 'norm': 'various writers作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Vincent Chow作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'vincent chow作曲', 'norm': 'vincent chow作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Yoo Gun Hyung作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'yoo gun hyung作曲', 'norm': 'yoo gun hyung作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放Yoon Il Sang作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'yoon il sang作曲', 'norm': 'yoon il sang作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放zxhmaster作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': 'zxhmaster作曲', 'norm': 'zxhmaster作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放阿怪作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '阿怪作曲', 'norm': '阿怪作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放阿火作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '阿火作曲', 'norm': '阿火作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放阿鲲作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '阿鲲作曲', 'norm': '阿鲲作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放阿沁作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '阿沁作曲', 'norm': '阿沁作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放阿信作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '阿信作曲', 'norm': '阿信作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放本兮作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '本兮作曲', 'norm': '本兮作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放边洛作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '边洛作曲', 'norm': '边洛作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放蔡伯南作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蔡伯南作曲', 'norm': '蔡伯南作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放蔡健雅作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蔡健雅作曲', 'norm': '蔡健雅作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放蔡政勋作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蔡政勋作曲', 'norm': '蔡政勋作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放曹俊鸿作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '曹俊鸿作曲', 'norm': '曹俊鸿作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放曹雪芬作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '曹雪芬作曲', 'norm': '曹雪芬作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放曾缔作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '曾缔作曲', 'norm': '曾缔作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放曾轶可作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '曾轶可作曲', 'norm': '曾轶可作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放常石磊作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '常石磊作曲', 'norm': '常石磊作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈柏圻作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈柏圻作曲', 'norm': '陈柏圻作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈大力作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈大力作曲', 'norm': '陈大力作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈德健作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈德健作曲', 'norm': '陈德健作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈迪作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈迪作曲', 'norm': '陈迪作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈光荣作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈光荣作曲', 'norm': '陈光荣作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈汉隆作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈汉隆作曲', 'norm': '陈汉隆作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈佳明作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈佳明作曲', 'norm': '陈佳明作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈明章作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈明章作曲', 'norm': '陈明章作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈绮贞作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈绮贞作曲', 'norm': '陈绮贞作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈珊妮作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈珊妮作曲', 'norm': '陈珊妮作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈升作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈升作曲', 'norm': '陈升作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈思函作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈思函作曲', 'norm': '陈思函作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈嵩作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈嵩作曲', 'norm': '陈嵩作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈威全作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈威全作曲', 'norm': '陈威全作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈伟作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈伟作曲', 'norm': '陈伟作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈熙作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈熙作曲', 'norm': '陈熙作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈翔作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈翔作曲', 'norm': '陈翔作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈小霞作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈小霞作曲', 'norm': '陈小霞作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈秀男作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈秀男作曲', 'norm': '陈秀男作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈奕迅作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈奕迅作曲', 'norm': '陈奕迅作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈颖见作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈颖见作曲', 'norm': '陈颖见作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陈宇任作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陈宇任作曲', 'norm': '陈宇任作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放程恢弘作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '程恢弘作曲', 'norm': '程恢弘作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放程振兴作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '程振兴作曲', 'norm': '程振兴作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放崔健作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '崔健作曲', 'norm': '崔健作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放崔伟立作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '崔伟立作曲', 'norm': '崔伟立作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放大桥卓弥作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '大桥卓弥作曲', 'norm': '大桥卓弥作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放戴佩妮作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '戴佩妮作曲', 'norm': '戴佩妮作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刀郎作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刀郎作曲', 'norm': '刀郎作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放邓紫棋作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '邓紫棋作曲', 'norm': '邓紫棋作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放东郭先生作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '东郭先生作曲', 'norm': '东郭先生作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放东南作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '东南作曲', 'norm': '东南作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放董冬冬作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '董冬冬作曲', 'norm': '董冬冬作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放都智文作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '都智文作曲', 'norm': '都智文作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放窦鹏作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '窦鹏作曲', 'norm': '窦鹏作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放杜雯媞作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '杜雯媞作曲', 'norm': '杜雯媞作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放段思思作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '段思思作曲', 'norm': '段思思作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放凡间精灵作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '凡间精灵作曲', 'norm': '凡间精灵作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放方大同作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '方大同作曲', 'norm': '方大同作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放方炯镔作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '方炯镔作曲', 'norm': '方炯镔作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放方文良作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '方文良作曲', 'norm': '方文良作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放冯正作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '冯正作曲', 'norm': '冯正作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放高枫作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '高枫作曲', 'norm': '高枫作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放高进作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '高进作曲', 'norm': '高进作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放高磊作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '高磊作曲', 'norm': '高磊作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放高晓松作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '高晓松作曲', 'norm': '高晓松作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放高阳作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '高阳作曲', 'norm': '高阳作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放格非作曲的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '格非作曲', 'norm': '格非作曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}
